DEWP,TEMP,PRES,Iws,Ir,year,month,day,hour,cbwd,Is,pm2.5
-1,15.0,1015.0,40.23,0,a4,b2,c30,d4,SE,i0,153.0
18,20.0,1006.0,1.79,0,a3,b8,c12,d22,NW,i0,113.0
-7,1.0,1035.0,0.89,0,a1,b10,c28,d21,SE,i0,115.0
17,23.0,1012.0,42.02,0,a4,b7,c18,d0,SE,i0,74.0
23,26.0,1007.0,1.78,0,a4,b6,c16,d22,NE,i0,188.0
-10,14.0,1024.0,184.16,0,a4,b10,c1,d12,NW,i0,6.0
-16,1.0,1028.0,81.8,0,a1,b2,c2,d0,NW,i0,9.0
6,22.0,1013.0,20.11,0,a2,b9,c8,d11,NW,i0,14.0
0,7.0,1020.0,14.76,0,a0,b10,c17,d11,NW,i0,346.0
-20,8.0,1027.0,100.13,0,a1,b2,c13,d16,NW,i0,25.0
-6,14.0,1020.0,15.2,0,a1,b10,c11,d10,NW,i0,39.0
19,25.0,1011.0,4.92,0,a0,b7,c30,d10,SE,i0,81.0
22,27.0,1010.0,1.79,0,a2,b5,c25,d14,NE,i0,121.0
-10,-5.0,1027.0,25.49,0,a2,b1,c26,d4,SE,i0,127.0
17,24.0,1015.0,3.57,0,a4,b8,c11,d13,cv,i0,65.0
-21,-4.0,1034.0,168.54,0,a4,b11,c14,d22,NW,i0,11.0
7,16.0,1008.0,21.45,0,a4,b2,c27,d20,SE,i0,148.0
21,24.0,1013.0,22.81,0,a0,b7,c18,d10,NW,i0,100.0
17,27.0,1005.0,0.89,0,a4,b7,c11,d19,cv,i0,40.0
-8,3.0,1034.0,1.79,0,a1,b10,c28,d9,SE,i0,31.0
16,31.0,1004.0,1.79,0,a1,b6,c3,d11,NW,i0,42.0
14,18.0,998.0,1.78,0,a1,b4,c17,d5,cv,i0,213.0
-8,3.0,1018.0,1.79,0,a2,b2,c23,d1,NW,i0,18.0
19,31.0,1001.0,19.67,0,a0,b5,c28,d17,SE,i0,196.0
0,4.0,1015.0,0.89,0,a0,b10,c9,d19,cv,i0,184.0
13,21.0,1008.0,16.09,0,a3,b5,c13,d1,SE,i0,81.0
16,28.0,1007.0,8.05,0,a4,b5,c20,d15,SE,i0,51.0
7,29.0,1004.0,11.18,0,a2,b4,c5,d13,SE,i0,284.0
1,12.0,1026.0,2.67,0,a1,b10,c5,d17,cv,i0,46.0
-13,-10.0,1032.0,0.89,0,a3,b0,c17,d1,SE,i0,283.0
-15,5.0,1029.0,17.88,0,a1,b2,c13,d4,NW,i0,8.0
-17,-2.0,1030.0,8.94,0,a2,b2,c7,d3,NE,i0,12.0
-9,14.0,1019.0,3.13,0,a4,b4,c3,d23,SE,i0,98.0
-9,-3.0,1029.0,35.31,0,a0,b1,c5,d19,SE,i1,100.0
-21,-10.0,1036.0,358.97,0,a2,b0,c3,d2,NW,i0,10.0
-5,-3.0,1023.0,3.58,0,a0,b10,c8,d6,NW,i0,21.0
14,15.0,1024.0,2.67,0,a3,b9,c5,d10,cv,i0,143.0
-20,-5.0,1027.0,1.79,0,a0,b1,c3,d21,NW,i0,59.0
-17,11.0,1019.0,12.96,0,a0,b2,c25,d12,SE,i0,50.0
2,4.0,1019.0,8.05,1,a2,b2,c14,d23,SE,i0,176.0
14,17.0,1013.0,3.13,0,a2,b9,c8,d8,NW,i0,160.0
-13,-7.0,1027.0,0.89,0,a4,b11,c13,d2,NE,i0,212.0
-12,9.0,1022.0,181.04,0,a2,b2,c29,d3,NW,i0,10.0
-7,-5.0,1015.0,3.58,0,a2,b2,c4,d7,NW,i0,179.0
17,20.0,1006.0,3.13,6,a0,b5,c12,d22,NW,i0,42.0
-5,-3.0,1026.0,33.09,0,a0,b2,c0,d9,SE,i1,25.0
-1,6.0,1016.0,35.32,0,a0,b1,c24,d16,SE,i0,165.0
19,24.0,1004.0,2.67,0,a4,b6,c7,d23,cv,i0,42.0
9,14.0,1012.0,18.78,0,a2,b3,c18,d13,SE,i0,122.0
14,29.0,1000.0,51.85,0,a3,b4,c30,d18,SE,i0,113.0
2,6.0,1002.0,5.81,0,a0,b2,c18,d20,SE,i0,206.0
-21,6.0,1018.0,174.8,0,a3,b10,c24,d18,NW,i0,14.0
24,29.0,1010.0,41.57,0,a0,b6,c24,d0,SE,i0,165.0
12,23.0,998.0,0.89,0,a4,b4,c28,d1,cv,i0,38.0
27,32.0,1002.0,3.58,0,a1,b6,c22,d15,SE,i0,293.0
-5,11.0,1027.0,12.07,0,a3,b9,c14,d20,SE,i0,49.0
-4,-2.0,1021.0,0.89,0,a1,b10,c26,d2,cv,i0,306.0
-10,-7.0,1027.0,0.9,0,a0,b0,c16,d21,cv,i0,317.0
16,37.0,1000.0,1.79,0,a3,b7,c8,d15,cv,i0,36.0
9,17.0,1022.0,1.79,0,a3,b9,c6,d19,NW,i0,42.0
9,13.0,1019.0,2.67,0,a4,b9,c30,d19,cv,i0,209.0
-18,2.0,1026.0,114.89,0,a1,b2,c22,d5,NW,i0,20.0
-3,10.0,1022.0,8.05,0,a3,b8,c24,d5,NW,i0,19.0
-17,-8.0,1035.0,0.89,0,a0,b0,c20,d21,NE,i0,61.0
17,19.0,1012.0,0.89,0,a1,b8,c5,d7,NW,i0,100.0
-4,2.0,1027.0,4.45,0,a1,b11,c3,d13,cv,i0,100.0
-6,5.0,1021.0,1.79,0,a1,b2,c16,d9,SE,i0,101.0
0,2.0,1010.0,10.73,0,a3,b1,c27,d3,SE,i0,441.0
-11,-5.0,1038.0,8.05,0,a1,b11,c28,d6,SE,i0,33.0
-26,-10.0,1030.0,103.28,0,a3,b0,c0,d20,NW,i0,17.0
-18,-4.0,1031.0,207.41,0,a4,b11,c19,d4,NW,i0,11.0
-18,-3.0,1030.0,14.75,0,a2,b2,c7,d4,NE,i0,11.0
14,32.0,1009.0,3.13,0,a0,b5,c19,d11,NW,i0,21.0
-19,4.0,1028.0,4.02,0,a4,b11,c10,d16,SE,i0,29.0
-6,4.0,1005.0,10.73,0,a0,b2,c10,d22,NW,i0,219.0
-19,-4.0,1040.0,350.45,0,a1,b0,c5,d11,NW,i0,13.0
-20,-5.0,1025.0,102.81,0,a0,b11,c28,d20,NW,i0,22.0
7,28.0,1006.0,8.94,0,a2,b4,c7,d18,SE,i0,71.0
23,30.0,1010.0,3.56,0,a2,b7,c29,d11,cv,i0,231.0
-25,-11.0,1041.0,43.8,0,a2,b1,c1,d7,NW,i0,9.0
-14,3.0,1023.0,30.84,0,a3,b10,c29,d8,NW,i0,22.0
8,13.0,1016.0,4.47,0,a4,b9,c16,d21,SE,i0,189.0
5,29.0,1009.0,1.79,0,a4,b8,c7,d14,NW,i0,6.0
12,20.0,1002.0,0.89,0,a3,b4,c12,d21,cv,i0,144.0
13,14.0,1013.0,1.78,0,a4,b8,c28,d3,cv,i0,105.0
13,29.0,1012.0,11.17,0,a0,b5,c8,d18,SE,i0,60.0
-10,5.0,1036.0,4.02,0,a0,b9,c24,d22,NE,i0,9.0
16,23.0,1013.0,33.98,0,a3,b5,c3,d9,SE,i0,149.0
-13,15.0,1024.0,5.81,0,a1,b2,c25,d16,cv,i0,29.0
4,26.0,1002.0,1.79,0,a3,b4,c12,d13,SE,i0,68.0
-7,7.0,1022.0,0.89,0,a4,b2,c18,d8,cv,i0,92.0
7,14.0,1020.0,63.19,0,a2,b9,c13,d22,cv,i0,105.0
-1,14.0,1014.0,16.1,0,a1,b4,c20,d0,SE,i0,26.0
2,16.0,1010.0,22.8,0,a2,b3,c28,d20,SE,i0,176.0
17,22.0,1012.0,1.79,0,a2,b4,c21,d1,SE,i0,145.0
11,16.0,1013.0,22.8,0,a4,b3,c23,d4,SE,i0,91.0
-19,0.0,1025.0,2.68,0,a4,b11,c4,d19,SE,i0,97.0
-22,-1.0,1032.0,38.88,0,a0,b1,c9,d19,NE,i0,11.0
-21,-3.0,1032.0,53.2,0,a1,b0,c17,d14,NW,i0,18.0
-14,-5.0,1019.0,0.89,0,a2,b1,c4,d6,cv,i0,92.0
-24,-3.0,1029.0,105.93,0,a0,b11,c12,d14,NE,i0,15.0
-6,1.0,1032.0,2.67,0,a4,b1,c22,d7,cv,i0,240.0
3,10.0,1025.0,0.89,0,a0,b9,c29,d18,cv,i0,45.0
-8,29.0,999.0,3.13,0,a3,b4,c11,d14,cv,i0,23.0
-5,1.0,1030.0,29.5,0,a2,b2,c2,d11,SE,i0,81.0
0,5.0,1016.0,4.92,0,a1,b10,c10,d9,NW,i0,78.0
-9,10.0,1015.0,32.64,0,a4,b2,c15,d1,SE,i0,188.0
-10,6.0,1018.0,6.26,0,a2,b10,c23,d16,SE,i0,118.0
16,20.0,1006.0,51.41,0,a2,b7,c13,d22,SE,i0,42.0
-8,12.0,1007.0,140.82,0,a0,b3,c26,d13,NW,i0,45.0
1,4.0,1023.0,53.63,0,a3,b3,c19,d1,SE,i0,64.0
-7,3.0,1011.0,3.58,0,a0,b11,c8,d12,SE,i0,209.0
11,21.0,1017.0,0.89,0,a4,b8,c15,d15,SE,i0,69.0
16,28.0,1008.0,1.79,0,a3,b8,c13,d12,cv,i0,58.0
7,11.0,1024.0,4.92,0,a3,b9,c18,d3,NW,i0,273.0
-9,23.0,1011.0,36.21,0,a2,b2,c28,d14,NW,i0,36.0
23,27.0,1004.0,1.79,0,a1,b6,c16,d14,SE,i0,186.0
6,16.0,1017.0,38.0,0,a0,b4,c11,d22,SE,i0,46.0
13,14.0,1011.0,1.79,0,a0,b4,c16,d8,SE,i0,53.0
3,15.0,1010.0,0.89,0,a4,b3,c0,d23,NE,i0,80.0
0,20.0,1008.0,0.89,0,a0,b4,c24,d0,cv,i0,20.0
6,6.0,1017.0,54.53,11,a3,b3,c4,d2,NW,i0,113.0
-13,0.0,1023.0,16.09,0,a1,b1,c3,d19,SE,i0,161.0
-12,7.0,1019.0,214.12,0,a3,b3,c10,d1,NW,i0,27.0
-24,9.0,1019.0,21.9,0,a4,b0,c23,d18,NE,i0,32.0
23,25.0,1011.0,5.37,0,a2,b8,c0,d3,SE,i0,192.0
-4,15.0,1029.0,9.84,0,a3,b9,c28,d11,NW,i0,9.0
-5,33.0,993.0,17.88,0,a3,b4,c10,d13,NW,i0,27.0
-4,0.0,1030.0,24.15,0,a1,b11,c11,d23,SE,i0,71.0
-6,0.0,1021.0,71.53,0,a0,b1,c25,d2,SE,i0,46.0
18,24.0,1003.0,30.39,0,a3,b5,c22,d23,SE,i0,86.0
-15,-1.0,1023.0,7.15,0,a0,b0,c27,d1,NE,i0,22.0
-19,2.0,1021.0,1.79,0,a0,b11,c6,d5,NW,i0,46.0
22,28.0,1004.0,63.04,0,a3,b7,c11,d19,SE,i0,50.0
7,14.0,1009.0,4.92,0,a1,b4,c9,d6,NW,i0,33.0
16,23.0,1005.0,12.06,0,a4,b5,c26,d2,NW,i0,39.0
-6,0.0,1022.0,0.89,0,a0,b2,c22,d5,NE,i0,46.0
-12,16.0,1017.0,305.3,0,a4,b4,c3,d19,NW,i0,26.0
17,25.0,1005.0,4.46,0,a0,b5,c13,d11,cv,i0,56.0
-20,-5.0,1030.0,534.65,0,a0,b11,c30,d19,NW,i0,27.0
15,16.0,1018.0,0.89,0,a1,b8,c26,d8,cv,i0,282.0
-10,11.0,1019.0,4.02,0,a1,b10,c11,d20,NW,i0,65.0
-16,1.0,1022.0,42.91,0,a2,b10,c25,d7,NW,i0,15.0
23,28.0,1007.0,8.5,0,a4,b7,c0,d10,SE,i0,152.0
-4,-1.0,1031.0,3.58,0,a4,b0,c15,d23,SE,i0,346.0
6,11.0,1020.0,2.67,0,a4,b10,c0,d9,cv,i0,22.0
20,24.0,1010.0,3.58,0,a4,b8,c1,d14,NE,i0,19.0
-1,7.0,1026.0,0.89,0,a3,b10,c3,d22,cv,i0,115.0
14,35.0,998.0,3.13,0,a3,b6,c4,d13,NW,i0,12.0
21,24.0,1006.0,1.79,0,a0,b6,c11,d16,SE,i0,155.0
25,29.0,1000.0,50.54,0,a1,b7,c12,d19,SE,i0,142.0
23,30.0,1008.0,34.87,0,a0,b6,c22,d20,SE,i0,117.0
20,28.0,1005.0,10.73,0,a3,b6,c13,d18,SE,i0,64.0
22,29.0,1005.0,27.72,0,a1,b7,c4,d18,SE,i0,144.0
19,21.0,1009.0,0.89,0,a4,b7,c6,d4,NE,i0,89.0
-20,-4.0,1024.0,33.53,0,a1,b0,c10,d9,NW,i0,15.0
-12,9.0,1019.0,28.16,0,a2,b2,c30,d21,SE,i0,54.0
11,20.0,1006.0,59.01,0,a2,b3,c16,d23,SE,i0,108.0
15,29.0,1003.0,0.89,0,a4,b5,c17,d12,cv,i0,11.0
-8,7.0,1021.0,0.89,0,a1,b10,c11,d22,cv,i0,23.0
1,18.0,1024.0,16.09,0,a1,b8,c17,d20,SE,i0,26.0
-28,4.0,1026.0,44.26,0,a4,b0,c26,d22,NW,i0,10.0
-20,-8.0,1029.0,1.79,0,a3,b0,c4,d19,NW,i0,69.0
12,32.0,1006.0,18.33,0,a0,b5,c23,d15,SE,i0,49.0
-9,1.0,1015.0,9.39,0,a0,b0,c26,d10,NE,i0,153.0
6,15.0,1021.0,0.89,0,a4,b9,c29,d16,cv,i0,182.0
15,20.0,1007.0,6.71,0,a4,b5,c11,d5,NW,i0,39.0
-19,-5.0,1030.0,372.35,0,a4,b11,c20,d8,NW,i0,9.0
5,19.0,1009.0,12.07,0,a1,b4,c9,d8,NW,i0,44.0
-6,23.0,1019.0,3.58,0,a3,b9,c1,d15,cv,i0,5.0
16,19.0,1016.0,1.79,0,a3,b8,c6,d0,SE,i0,132.0
13,16.0,1015.0,5.37,0,a1,b9,c11,d23,SE,i0,225.0
-20,-3.0,1023.0,23.69,0,a2,b1,c5,d6,NW,i0,18.0
-1,25.0,1011.0,209.64,0,a1,b4,c0,d11,NW,i0,60.0
21,24.0,1002.0,0.89,0,a1,b6,c18,d4,NW,i0,126.0
0,2.0,1012.0,1.79,0,a0,b10,c18,d23,NW,i0,371.0
-7,-6.0,1020.0,0.89,0,a0,b1,c7,d2,SE,i0,181.0
16,23.0,1004.0,3.58,0,a3,b5,c15,d4,SE,i0,131.0
-6,-3.0,1016.0,0.45,0,a2,b2,c4,d3,cv,i0,229.0
-13,-4.0,1016.0,5.81,0,a4,b11,c29,d2,NW,i0,81.0
1,8.0,1029.0,1.78,0,a0,b9,c17,d1,SE,i0,73.0
24,24.0,1000.0,0.89,0,a1,b6,c25,d2,NW,i0,102.0
19,22.0,997.0,3.13,0,a3,b6,c15,d6,NE,i0,16.0
-13,-6.0,1030.0,1.78,0,a2,b11,c9,d18,NE,i0,97.0
-15,-3.0,1028.0,14.76,0,a2,b1,c22,d7,NE,i0,14.0
19,21.0,1002.0,1.79,0,a3,b5,c23,d23,NE,i0,58.0
14,22.0,1009.0,18.78,0,a3,b8,c15,d19,SE,i0,57.0
-6,4.0,1015.0,1.78,0,a3,b10,c15,d0,cv,i0,210.0
11,17.0,1011.0,19.67,0,a2,b8,c17,d7,NW,i0,31.0
-2,15.0,1021.0,104.15,0,a0,b9,c13,d23,NW,i0,30.0
9,12.0,1025.0,2.68,0,a1,b10,c2,d22,NW,i0,108.0
-18,-2.0,1030.0,169.42,0,a4,b11,c18,d22,NW,i0,12.0
4,35.0,1012.0,4.92,0,a4,b7,c25,d15,cv,i0,8.0
20,27.0,1005.0,8.05,0,a1,b8,c6,d13,SE,i0,202.0
-23,-1.0,1023.0,32.63,0,a2,b0,c30,d13,NE,i0,19.0
-23,3.0,1030.0,4.02,0,a2,b2,c7,d13,NW,i0,18.0
16,34.0,994.0,9.83,0,a3,b6,c1,d19,SE,i0,19.0
18,22.0,1020.0,8.05,0,a3,b8,c17,d12,SE,i0,148.0
21,27.0,1004.0,16.99,0,a1,b7,c15,d20,SE,i0,35.0
-11,4.0,1022.0,0.89,0,a2,b2,c23,d23,cv,i0,45.0
16,18.0,1011.0,0.45,0,a3,b8,c9,d5,cv,i0,114.0
-18,0.0,1020.0,109.96,0,a0,b0,c29,d0,NW,i0,61.0
-7,14.0,1018.0,56.32,0,a4,b10,c0,d18,NW,i0,10.0
-15,-8.0,1035.0,17.43,0,a2,b0,c29,d0,SE,i0,91.0
-6,0.0,1024.0,15.2,0,a1,b1,c18,d22,SE,i0,273.0
14,17.0,1014.0,11.17,2,a2,b9,c8,d4,NW,i0,331.0
-14,7.0,1014.0,25.93,0,a3,b10,c23,d22,NW,i0,38.0
20,29.0,1004.0,4.02,0,a0,b5,c21,d9,cv,i0,136.0
23,24.0,1006.0,3.58,0,a1,b7,c4,d1,SE,i0,138.0
-12,7.0,1023.0,25.49,0,a2,b2,c6,d10,NW,i0,18.0
-5,11.0,1028.0,3.13,0,a0,b9,c26,d14,SE,i0,83.0
-18,3.0,1024.0,32.63,0,a3,b1,c5,d15,NW,i0,6.0
16,20.0,1005.0,7.15,0,a1,b6,c8,d6,NW,i0,25.0
-11,26.0,1014.0,6.71,0,a4,b2,c29,d14,cv,i0,11.0
-6,4.0,1021.0,1.78,0,a0,b1,c25,d12,cv,i0,81.0
8,17.0,1020.0,0.89,0,a0,b4,c11,d9,cv,i0,55.0
13,27.0,1012.0,1.79,0,a4,b5,c10,d11,NE,i0,13.0
-4,11.0,1020.0,6.26,0,a4,b4,c4,d7,NW,i0,44.0
22,31.0,997.0,0.89,0,a2,b6,c11,d15,cv,i0,13.0
10,33.0,1001.0,3.58,0,a3,b5,c18,d18,SE,i0,21.0
-10,23.0,1014.0,12.07,0,a4,b2,c29,d19,SE,i0,21.0
-14,3.0,1033.0,59.9,0,a4,b11,c23,d21,NW,i0,16.0
21,24.0,1010.0,0.89,0,a0,b6,c13,d1,cv,i0,139.0
7,15.0,1005.0,0.45,0,a2,b4,c6,d4,cv,i0,73.0
-4,14.0,1015.0,14.75,0,a3,b3,c0,d10,NW,i0,15.0
-3,19.0,1013.0,1.79,0,a2,b3,c28,d11,cv,i0,220.0
6,7.0,1025.0,1.78,0,a0,b9,c18,d5,SE,i0,57.0
-19,-3.0,1032.0,312.01,0,a4,b11,c19,d23,NW,i0,4.0
-4,2.0,1027.0,0.45,0,a1,b10,c14,d0,cv,i0,314.0
-23,-14.0,1029.0,8.94,0,a2,b1,c2,d3,NW,i0,60.0
-10,7.0,1024.0,3.13,0,a3,b11,c2,d9,NW,i0,73.0
21,23.0,997.0,0.45,0,a3,b6,c29,d5,cv,i0,125.0
-8,0.0,1035.0,205.7,0,a0,b10,c13,d18,NW,i0,10.0
10,19.0,1011.0,1.79,0,a1,b9,c12,d11,cv,i0,13.0
-14,3.0,1027.0,152.01,0,a0,b10,c12,d15,NW,i0,14.0
-5,6.0,1028.0,3.58,0,a4,b1,c23,d12,NW,i0,347.0
24,28.0,1001.0,16.55,0,a1,b7,c7,d22,SE,i0,98.0
20,26.0,1001.0,0.89,0,a4,b5,c15,d20,cv,i0,108.0
-17,5.0,1023.0,86.73,0,a4,b11,c18,d14,NW,i0,14.0
-3,11.0,1030.0,105.95,0,a3,b9,c24,d8,NW,i0,43.0
-11,1.0,1026.0,10.74,0,a4,b2,c7,d3,SE,i0,110.0
15,31.0,1005.0,3.13,0,a4,b5,c4,d12,NW,i0,43.0
-23,-10.0,1034.0,1.79,0,a3,b0,c8,d0,NE,i0,23.0
8,26.0,1006.0,15.2,0,a2,b4,c2,d20,SE,i0,19.0
-4,26.0,1001.0,164.48,0,a2,b4,c15,d21,NW,i0,38.0
16,18.0,1018.0,4.02,14,a4,b8,c22,d12,NW,i0,36.0
-17,-8.0,1034.0,3.58,0,a3,b1,c10,d6,NW,i0,41.0
14,18.0,1013.0,44.27,0,a3,b8,c11,d3,SE,i0,127.0
1,24.0,1013.0,33.53,0,a2,b9,c3,d15,NW,i0,13.0
14,16.0,1015.0,1.79,0,a2,b4,c30,d20,NE,i0,43.0
0,15.0,1010.0,0.89,0,a4,b2,c26,d17,cv,i0,85.0
-2,14.0,1020.0,5.37,3,a4,b3,c10,d1,SE,i0,67.0
-4,1.0,1027.0,7.16,0,a1,b11,c2,d20,SE,i0,168.0
-17,10.0,1023.0,17.88,0,a4,b2,c20,d3,NW,i0,12.0
12,33.0,1008.0,1.79,0,a3,b7,c18,d17,SE,i0,17.0
-1,6.0,1023.0,1.78,0,a3,b10,c12,d10,cv,i0,160.0
18,19.0,1010.0,0.89,8,a3,b5,c5,d13,SE,i0,158.0
8,13.0,1013.0,5.81,0,a2,b3,c18,d8,SE,i0,97.0
-19,-3.0,1033.0,4.92,0,a1,b0,c23,d12,NW,i0,36.0
0,4.0,1023.0,47.83,0,a3,b2,c29,d21,SE,i0,107.0
21,23.0,1008.0,1.79,0,a2,b5,c27,d17,SE,i0,194.0
4,12.0,1009.0,4.01,0,a2,b3,c12,d7,cv,i0,90.0
21,26.0,1010.0,68.84,0,a2,b6,c16,d22,SE,i0,72.0
-19,-1.0,1031.0,1.79,0,a3,b11,c18,d19,SE,i0,48.0
-14,22.0,1017.0,4.92,0,a1,b3,c10,d16,SE,i0,12.0
-7,19.0,1014.0,59.01,0,a0,b3,c6,d18,SE,i0,87.0
-14,6.0,1018.0,9.84,0,a4,b11,c29,d14,SE,i0,65.0
-8,2.0,1017.0,4.45,0,a2,b2,c23,d0,cv,i0,14.0
-21,-1.0,1027.0,69.72,0,a4,b0,c19,d2,NW,i0,7.0
18,19.0,1008.0,0.89,0,a4,b4,c24,d1,cv,i0,107.0
-12,0.0,1017.0,25.47,0,a0,b11,c11,d11,NW,i0,100.0
0,8.0,1017.0,1.78,0,a4,b3,c11,d2,cv,i0,88.0
16,19.0,1013.0,0.45,0,a1,b8,c4,d22,cv,i0,41.0
14,20.0,1005.0,16.09,0,a2,b5,c13,d7,NW,i0,10.0
16,25.0,1006.0,1.79,0,a4,b5,c28,d0,NE,i0,30.0
-8,7.0,1026.0,3.58,0,a2,b10,c14,d19,SE,i0,122.0
-18,-3.0,1035.0,32.64,0,a2,b0,c19,d7,NE,i0,17.0
10,15.0,1012.0,9.84,0,a3,b7,c30,d6,NW,i0,18.0
20,27.0,1003.0,7.15,0,a3,b5,c23,d11,SE,i0,143.0
8,15.0,1016.0,0.89,0,a4,b3,c27,d23,SE,i0,86.0
-5,-3.0,1017.0,2.68,0,a1,b1,c22,d6,NW,i0,406.0
-5,14.0,1019.0,0.89,0,a1,b10,c9,d12,cv,i0,47.0
20,26.0,1008.0,40.67,0,a1,b6,c10,d23,SE,i0,113.0
11,19.0,1016.0,4.02,0,a3,b9,c2,d18,SE,i0,59.0
-5,14.0,1030.0,8.05,0,a3,b10,c3,d10,NW,i0,33.0
-10,-5.0,1035.0,1.78,0,a1,b11,c29,d6,cv,i0,79.0
-17,-3.0,1023.0,1.78,0,a2,b0,c25,d10,cv,i0,55.0
-6,13.0,1006.0,146.63,0,a0,b3,c26,d14,NW,i0,47.0
19,25.0,1005.0,1.78,0,a2,b5,c20,d8,cv,i0,193.0
-22,-3.0,1026.0,1.79,0,a0,b1,c16,d18,NE,i0,9.0
-10,10.0,1019.0,1.79,0,a3,b10,c13,d22,SE,i0,72.0
-17,7.0,1007.0,59.89,0,a3,b2,c17,d7,NW,i0,13.0
26,27.0,1006.0,1.79,0,a1,b6,c28,d0,SE,i0,286.0
16,28.0,1014.0,2.68,0,a4,b7,c27,d14,cv,i0,73.0
-19,-5.0,1032.0,151.54,0,a2,b0,c2,d4,NW,i0,11.0
14,31.0,1005.0,6.26,0,a0,b7,c1,d17,SE,i0,29.0
18,32.0,1002.0,0.89,0,a4,b6,c20,d19,cv,i0,15.0
12,26.0,1016.0,1.79,0,a3,b8,c1,d12,NE,i0,43.0
11,12.0,1005.0,7.15,0,a1,b4,c8,d5,NW,i0,79.0
20,22.0,1006.0,0.45,2,a2,b5,c2,d10,cv,i0,242.0
-2,14.0,1007.0,1.79,0,a3,b2,c7,d10,SE,i0,234.0
7,16.0,1010.0,8.05,0,a1,b4,c9,d7,NW,i0,32.0
23,28.0,1010.0,6.71,3,a0,b7,c17,d14,SE,i0,283.0
9,11.0,1021.0,0.89,0,a4,b9,c30,d5,NW,i0,206.0
14,35.0,1002.0,1.79,0,a3,b6,c24,d12,SE,i0,22.0
-10,-8.0,1021.0,14.76,0,a2,b0,c30,d6,NW,i0,154.0
-5,4.0,1022.0,1.79,0,a0,b10,c8,d10,SE,i0,31.0
16,19.0,1016.0,1.78,0,a3,b8,c21,d9,cv,i0,93.0
23,24.0,1008.0,3.58,0,a4,b6,c30,d7,SE,i0,219.0
-19,-9.0,1036.0,1.79,0,a2,b0,c3,d7,SE,i0,15.0
-28,-12.0,1045.0,393.84,0,a3,b0,c2,d5,NW,i0,20.0
16,22.0,1009.0,2.67,0,a4,b5,c9,d9,cv,i0,83.0
-2,11.0,1011.0,1.79,0,a0,b10,c19,d12,cv,i0,219.0
-16,-6.0,1030.0,0.45,0,a4,b2,c4,d6,cv,i0,26.0
-6,3.0,1016.0,8.49,0,a4,b2,c21,d6,NW,i0,98.0
8,13.0,1015.0,16.99,0,a4,b2,c30,d23,SE,i0,175.0
-1,12.0,1007.0,71.52,0,a3,b3,c6,d12,SE,i0,77.0
12,26.0,1010.0,36.22,0,a2,b4,c28,d10,SE,i0,99.0
-5,2.0,1019.0,3.56,0,a4,b0,c30,d20,cv,i0,148.0
-5,10.0,1024.0,1.79,0,a0,b3,c6,d9,SE,i0,101.0
14,19.0,1017.0,12.97,0,a0,b4,c30,d23,SE,i0,179.0
-1,23.0,1019.0,7.15,0,a2,b8,c28,d11,NW,i0,2.0
0,5.0,1022.0,9.39,0,a0,b10,c4,d7,NW,i0,67.0
15,22.0,1018.0,1.79,0,a4,b9,c8,d15,SE,i0,373.0
-11,10.0,1018.0,26.82,0,a3,b10,c6,d17,SE,i0,51.0
20,24.0,1000.0,11.17,0,a0,b6,c0,d20,NW,i0,40.0
12,12.0,1011.0,0.89,0,a0,b9,c9,d5,NE,i0,380.0
-27,-12.0,1039.0,146.62,0,a2,b11,c22,d5,NW,i0,12.0
-12,7.0,1025.0,1.79,0,a1,b2,c9,d9,NE,i0,61.0
7,22.0,1014.0,8.94,0,a0,b9,c12,d15,SE,i0,107.0
-10,1.0,1028.0,3.58,0,a3,b1,c22,d23,SE,i0,364.0
-18,12.0,1019.0,159.12,0,a0,b3,c0,d14,NW,i0,31.0
18,22.0,1009.0,6.71,0,a3,b8,c11,d21,SE,i0,204.0
5,10.0,1025.0,0.89,0,a4,b9,c27,d21,SE,i0,59.0
20,25.0,1009.0,88.98,1,a0,b8,c15,d16,SE,i0,194.0
26,29.0,999.0,0.89,0,a0,b6,c29,d21,NE,i0,165.0
-6,11.0,1017.0,8.94,0,a2,b10,c17,d17,NW,i0,152.0
10,26.0,999.0,3.13,0,a0,b6,c5,d1,NW,i0,34.0
-15,16.0,1020.0,11.18,0,a1,b2,c9,d14,NW,i0,19.0
-8,-3.0,1028.0,3.13,0,a1,b1,c26,d22,NW,i0,32.0
6,14.0,1015.0,1.78,0,a2,b9,c3,d0,cv,i0,9.0
-5,15.0,1010.0,7.15,0,a3,b3,c13,d13,SE,i0,53.0
-23,0.0,1028.0,13.86,0,a3,b0,c8,d16,NW,i0,57.0
6,26.0,1013.0,27.72,0,a3,b7,c29,d11,NW,i0,10.0
21,23.0,1004.0,55.44,0,a1,b7,c3,d3,SE,i0,101.0
-13,16.0,1015.0,7.15,0,a0,b3,c9,d15,SE,i0,22.0
5,22.0,1011.0,1.79,0,a2,b4,c24,d8,SE,i0,22.0
-2,20.0,1007.0,176.13,0,a4,b4,c13,d9,NW,i0,17.0
13,34.0,1013.0,3.13,0,a4,b7,c26,d13,cv,i0,43.0
4,23.0,1014.0,11.18,0,a3,b8,c25,d17,SE,i0,53.0
-21,-7.0,1031.0,156.02,0,a2,b1,c16,d4,NW,i0,12.0
-5,12.0,1015.0,1.79,0,a4,b2,c10,d14,SE,i0,214.0
