C1,C2,C3,C4,C5,C6,C7,C8,C9,label
1466553600.0,1472039820.0,0.5,15.54,e2,White,f13,g9,h1,i1
1470614400.0,1475238480.0,0.28,33.53,e0,Red,f15,g4,h3,i2
1516924800.0,1534445400.0,0.01,43.51,e0,Blue Tabby,f0,g7,h1,i1
1282435200.0,1537373940.0,0.86,45.07,e0,White,f0,g1,h2,i1
1379203200.0,1476617940.0,0.53,10.33,e2,Red Merle,f0,g7,h2,i0
1430352000.0,1512042360.0,0.26,30.67,e1,Black,f0,g7,h2,i0
1510704000.0,1556206620.0,0.81,46.83,e0,Brown Tabby,f13,g9,h1,i1
1459641600.0,1524659580.0,0.41,7.85,e1,White,f0,g7,h2,i0
1466812800.0,1479286800.0,1.0,42.0,e2,White,f16,g9,h1,i0
1483747200.0,1549022520.0,0.11,11.72,e1,Orange Tabby,f17,g9,h1,i0
1499817600.0,1507464120.0,0.61,35.62,e1,Black,f0,g1,h1,i0
1492992000.0,1500230160.0,0.21,24.14,e2,Blue,f13,g9,h1,i1
1445904000.0,1470351660.0,0.75,15.33,e0,Brown,f12,g1,h2,i1
1511913600.0,1517320440.0,0.42,11.5,e2,Orange Tabby,f13,g9,h1,i1
1227225600.0,1524058020.0,0.11,30.65,e1,White,f0,g7,h2,i0
1311897600.0,1534772700.0,0.42,6.08,e0,Black,f0,g7,h1,i1
1457308800.0,1490602080.0,0.55,32.89,e0,Brown,f15,g4,h3,i2
1456876800.0,1471856400.0,0.85,25.34,e0,Orange Tabby,f16,g9,h1,i2
1522195200.0,1530197700.0,0.38,40.84,e2,Brown Tabby,f13,g9,h1,i1
1464912000.0,1499369100.0,0.52,26.52,e0,Brown,f0,g1,h2,i1
1482278400.0,1485796320.0,0.48,26.75,e2,Cream Tabby,f13,g9,h1,i0
1480118400.0,1486920900.0,0.4,27.84,e2,Black,f13,g9,h1,i1
1316995200.0,1520519160.0,0.67,46.0,e1,Blue,f13,g9,h1,i0
1500595200.0,1508443860.0,0.28,12.77,e0,Brown Tabby,f7,g1,h1,i1
1176076800.0,1556714100.0,0.75,45.5,e1,Chocolate,f0,g7,h2,i0
1406851200.0,1503418620.0,0.2,49.31,e0,White,f0,g7,h2,i1
1408060800.0,1536537600.0,0.11,12.4,e1,Orange Tabby,f17,g9,h1,i0
1538179200.0,1547059560.0,0.42,9.93,e2,Gray Tabby,f17,g9,h1,i0
1498003200.0,1532534400.0,0.56,24.75,e0,Black,f0,g1,h1,i1
1374624000.0,1472118780.0,0.27,36.71,e1,Brown Tabby,f13,g9,h1,i0
1513814400.0,1538321640.0,0.59,45.4,e1,Tricolor,f13,g9,h2,i0
1467763200.0,1476643560.0,0.92,22.51,e1,Black,f0,g1,h1,i0
1532736000.0,1540235400.0,0.94,23.75,e0,Brown,f0,g1,h2,i1
1539129600.0,1557331800.0,0.28,24.03,e1,Brown,f0,g1,h2,i0
1529798400.0,1532876100.0,0.31,45.68,e2,Brown Tabby,f13,g9,h1,i1
1141084800.0,1521467220.0,0.37,41.99,e2,Tan,f0,g7,h2,i0
1544659200.0,1554572760.0,0.02,40.96,e0,Black,f17,g9,h1,i2
1499385600.0,1512132780.0,0.92,41.86,e0,Brown Tabby,f0,g1,h1,i1
1431475200.0,1545158760.0,0.15,29.47,e1,Gray,f0,g7,h2,i0
1423526400.0,1488903060.0,1.0,30.98,e0,Brown,f0,g1,h2,i1
1462579200.0,1497561720.0,0.93,11.56,e0,Brown,f0,g1,h2,i1
1463097600.0,1497292200.0,0.1,23.37,e1,Black,f0,g1,h1,i0
1224892800.0,1511205900.0,0.9,49.01,e0,Brown,f0,g1,h2,i1
1478044800.0,1511481600.0,0.56,10.04,e2,Black,f13,g9,h1,i1
1502150400.0,1505141160.0,0.93,19.36,e0,Lynx Point,f13,g9,h1,i2
1497657600.0,1514046960.0,0.75,5.69,e2,Brown,f0,g7,h2,i1
1499472000.0,1508431680.0,0.11,22.68,e1,White,f7,g1,h1,i0
1439683200.0,1473792360.0,0.28,5.27,e1,Black,f0,g1,h1,i0
1288656000.0,1485538080.0,0.79,22.31,e1,Silver,f0,g7,h2,i0
1531699200.0,1538677440.0,0.38,21.85,e0,Brown Tabby,f7,g1,h1,i1
1482710400.0,1516187880.0,0.24,13.34,e0,Brown,f15,g4,h3,i2
1155254400.0,1472825580.0,0.48,46.21,e1,Tan,f0,g7,h2,i0
1235174400.0,1506001500.0,0.88,6.06,e0,Calico,f11,g4,h1,i1
1437436800.0,1503149220.0,0.79,41.84,e1,Brown Tabby,f13,g9,h1,i0
1544659200.0,1550731980.0,0.44,27.16,e2,Black,f13,g9,h1,i0
1501545600.0,1509730980.0,0.79,36.32,e0,Brown Tabby,f0,g1,h1,i1
1476057600.0,1484662980.0,0.12,12.24,e2,Blue,f13,g9,h1,i0
1529193600.0,1542895260.0,0.74,40.54,e0,Tortie,f7,g1,h1,i1
1465776000.0,1470211140.0,0.22,29.5,e0,Black,f9,g2,h3,i2
1413676800.0,1513501200.0,0.72,10.5,e1,Brown Tabby,f16,g9,h1,i0
1376697600.0,1512651420.0,0.24,23.28,e1,Brown Brindle,f0,g7,h2,i0
1088294400.0,1504288800.0,0.04,6.67,e1,Brown Tabby,f0,g1,h1,i0
1436659200.0,1487094660.0,0.4,11.83,e1,Brown Brindle,f0,g7,h2,i0
1471824000.0,1474989720.0,0.85,6.2,e0,Brown Tabby,f13,g9,h1,i2
1475452800.0,1481999160.0,0.11,10.63,e2,Brown,f13,g9,h2,i1
1280793600.0,1475840700.0,0.55,17.2,e0,Tortie Point,f0,g1,h1,i1
1488585600.0,1498834260.0,0.12,41.78,e0,Red,f0,g1,h2,i1
1145664000.0,1526486580.0,0.45,7.44,e1,Tricolor,f0,g1,h2,i0
1307059200.0,1528138920.0,0.41,30.99,e1,Red,f0,g7,h2,i0
1335139200.0,1494767280.0,0.61,42.47,e1,Brown,f0,g7,h2,i0
1530835200.0,1546214400.0,0.75,20.29,e2,Black,f13,g9,h2,i1
1546819200.0,1551312000.0,0.62,46.58,e2,Black,f13,g9,h2,i1
1529539200.0,1539279420.0,0.55,12.03,e0,Black Smoke,f7,g1,h1,i1
1513728000.0,1521051360.0,0.28,42.0,e0,Tricolor,f0,g1,h2,i1
1452124800.0,1485683160.0,0.15,30.24,e0,Brown,f9,g2,h3,i2
1466121600.0,1472998380.0,0.89,20.54,e2,White,f13,g9,h1,i0
1427760000.0,1493316060.0,0.53,10.32,e2,Black,f18,g4,h2,i0
1500076800.0,1507828320.0,0.01,22.79,e0,Black Tabby,f0,g1,h1,i1
1500249600.0,1534015440.0,0.55,39.49,e1,Blue,f17,g9,h1,i0
1521331200.0,1555264800.0,0.35,17.43,e0,Brown,f0,g1,h2,i1
1346716800.0,1546582260.0,0.76,6.95,e0,Brown Brindle,f0,g1,h2,i1
1464566400.0,1498410120.0,0.93,27.12,e1,Tricolor,f0,g1,h2,i0
1446076800.0,1532457960.0,0.25,37.74,e2,White,f0,g7,h2,i0
1532908800.0,1554295260.0,0.07,13.43,e1,Black,f0,g1,h1,i0
1358985600.0,1487100060.0,0.97,17.99,e0,Tan,f0,g7,h2,i1
1495497600.0,1504129800.0,0.48,25.75,e0,White,f0,g1,h2,i1
1410220800.0,1477577820.0,0.03,20.27,e0,White,f0,g1,h2,i1
1126656000.0,1507280580.0,0.41,41.41,e1,Buff,f0,g7,h2,i0
1478390400.0,1482935460.0,0.6,20.97,e2,Black,f13,g9,h1,i0
1510790400.0,1528362000.0,0.19,28.76,e2,Black,f16,g9,h1,i0
1494806400.0,1512838440.0,0.43,48.58,e0,White,f0,g1,h2,i1
1500249600.0,1526227800.0,0.4,28.19,e1,Black,f0,g1,h2,i0
1496361600.0,1514983380.0,0.07,26.91,e1,Tan,f0,g1,h2,i0
1196294400.0,1481195280.0,0.71,32.48,e1,Tan,f0,g7,h2,i0
1372723200.0,1490629020.0,0.24,5.29,e0,Brown Tabby,f7,g1,h1,i1
1491523200.0,1503994920.0,0.78,9.26,e0,Red,f0,g3,h3,i2
1472083200.0,1481294220.0,0.69,31.42,e1,Black,f12,g1,h1,i0
1421193600.0,1486920360.0,0.91,22.68,e0,Black,f0,g7,h2,i1
1472083200.0,1537381680.0,0.35,18.12,e0,Brown Tabby,f17,g9,h1,i1
1515024000.0,1537633320.0,0.07,34.55,e1,Yellow,f0,g1,h2,i0
1483056000.0,1537030980.0,0.04,48.81,e0,Tan,f0,g1,h2,i1
1400025600.0,1497634380.0,0.82,17.69,e0,Blue,f0,g7,h2,i1
1308960000.0,1500135780.0,0.22,37.54,e1,Black,f0,g7,h2,i0
1540252800.0,1548529560.0,0.57,46.38,e0,Black,f0,g1,h2,i1
1468627200.0,1477771440.0,0.91,42.71,e1,Black,f7,g1,h1,i0
1498608000.0,1507466580.0,0.33,33.25,e0,Blue Tabby,f0,g1,h1,i1
1527379200.0,1539803760.0,0.28,25.85,e2,Gray,f13,g9,h2,i0
1405382400.0,1502888400.0,0.27,33.99,e1,Chocolate,f0,g7,h2,i0
1466899200.0,1482237720.0,0.12,32.82,e2,Black,f13,g9,h2,i1
1511827200.0,1520534820.0,0.56,27.06,e0,Black,f0,g1,h1,i1
1225238400.0,1524055920.0,0.22,26.01,e1,Yellow,f7,g1,h2,i0
1327795200.0,1494081660.0,0.58,11.58,e1,Buff,f7,g1,h2,i0
1487721600.0,1543337100.0,0.88,38.05,e0,Tan,f0,g1,h2,i1
1479340800.0,1489147560.0,0.89,32.85,e2,Tan,f13,g9,h2,i0
1532044800.0,1534257060.0,0.53,44.75,e0,Orange Tabby,f13,g9,h1,i2
1460332800.0,1494181980.0,0.87,22.64,e1,Brown,f0,g1,h2,i0
1509667200.0,1514829300.0,0.84,27.35,e2,Black,f13,g9,h1,i1
1463097600.0,1473184980.0,0.18,8.34,e2,Brown,f0,g1,h2,i1
1533945600.0,1537725240.0,0.05,11.23,e2,Flame Point,f13,g9,h1,i0
1522972800.0,1556733780.0,0.08,7.53,e1,Brown,f0,g1,h2,i0
1432771200.0,1513098420.0,0.44,18.76,e0,White,f0,g7,h2,i1
1486857600.0,1520615640.0,0.55,18.08,e1,Lynx Point,f0,g1,h1,i0
1467417600.0,1475846340.0,0.47,9.7,e1,Black Brindle,f0,g1,h2,i0
1459382400.0,1556035500.0,0.08,41.2,e0,Tan,f0,g1,h2,i1
1106438400.0,1489166640.0,0.98,15.88,e2,White,f0,g1,h2,i1
1336262400.0,1495994700.0,0.89,14.91,e1,Tan,f0,g7,h2,i0
1228348800.0,1499879580.0,0.97,22.02,e0,Black,f0,g1,h2,i1
1501718400.0,1507299540.0,0.06,36.37,e2,Brown Tabby,f18,g4,h1,i0
1374710400.0,1551450660.0,0.92,31.8,e0,Brown,f0,g7,h2,i1
1519430400.0,1547922480.0,0.12,12.18,e1,Tan,f0,g1,h2,i0
1539129600.0,1547748360.0,0.82,21.46,e1,Black,f0,g1,h1,i0
1498694400.0,1519921920.0,0.43,46.99,e0,White,f0,g1,h2,i1
1497484800.0,1531240020.0,0.05,11.5,e0,Tan,f0,g1,h2,i1
1517788800.0,1519735380.0,0.89,39.48,e2,Orange Tabby,f13,g9,h1,i0
1456099200.0,1491678420.0,0.49,40.09,e1,White,f0,g1,h2,i0
1265328000.0,1470162960.0,0.63,18.6,e1,Black,f18,g4,h2,i0
1496016000.0,1503311460.0,0.35,12.49,e1,Brown Tabby,f7,g1,h1,i0
1519862400.0,1537536300.0,0.24,46.19,e2,Brown Tabby,f13,g9,h1,i1
1395619200.0,1492170900.0,0.39,13.94,e2,Tan,f0,g7,h2,i1
1530316800.0,1537809060.0,0.53,7.79,e0,Torbie,f0,g1,h1,i1
1161388800.0,1557497760.0,0.71,40.62,e1,Brown,f0,g7,h2,i0
1466899200.0,1507143000.0,0.16,9.39,e0,White,f0,g1,h2,i1
1471564800.0,1543323480.0,0.45,17.73,e2,Tan,f13,g9,h2,i0
1141948800.0,1490710440.0,0.02,36.4,e0,Black,f0,g7,h2,i1
1539216000.0,1553085600.0,0.11,48.09,e2,Black,f17,g9,h1,i0
1477699200.0,1511740800.0,0.47,34.06,e0,Black,f13,g9,h2,i1
1479340800.0,1517056680.0,0.64,19.42,e2,Tan,f0,g7,h2,i0
1511049600.0,1544979720.0,0.37,8.1,e1,Black,f0,g1,h2,i0
1508803200.0,1513769820.0,0.12,17.82,e2,Orange Tabby,f13,g9,h1,i0
1459468800.0,1530090840.0,0.49,37.28,e1,White,f13,g9,h2,i0
1490745600.0,1498565700.0,0.29,16.86,e0,Tan,f7,g1,h2,i1
1438992000.0,1472547600.0,0.7,24.67,e2,Blue,f16,g9,h1,i1
1483228800.0,1548179580.0,0.07,6.17,e2,Brown Tabby,f18,g4,h1,i0
1408147200.0,1478891460.0,0.44,26.2,e0,Blue,f0,g1,h1,i1
1467763200.0,1480858980.0,0.5,17.58,e2,Blue Tabby,f13,g9,h1,i0
1512864000.0,1533579180.0,0.38,15.1,e0,Tricolor,f0,g1,h2,i1
1486684800.0,1493724660.0,0.68,6.86,e2,White,f13,g9,h2,i1
1310428800.0,1470237540.0,0.87,31.2,e2,Brown Brindle,f4,g4,h2,i0
1489968000.0,1523644560.0,0.78,24.79,e0,Black,f0,g1,h1,i1
1495411200.0,1529357400.0,0.37,26.38,e0,Tan,f0,g1,h2,i1
1147046400.0,1496941620.0,0.52,13.63,e0,Yellow,f0,g1,h2,i1
1503273600.0,1536933780.0,0.29,17.93,e0,Orange,f0,g7,h1,i1
1283990400.0,1506770820.0,0.79,40.7,e0,Black,f0,g7,h2,i1
1500163200.0,1529595480.0,0.35,7.05,e0,Brown Brindle,f0,g1,h2,i1
1448409600.0,1513447920.0,0.55,43.26,e2,White,f0,g7,h2,i0
1505260800.0,1512409260.0,0.67,10.2,e0,White,f0,g1,h2,i1
1550793600.0,1555076820.0,0.94,24.3,e2,Cream,f13,g9,h1,i0
1470441600.0,1474215900.0,0.83,35.05,e0,Seal Point,f13,g9,h1,i2
1512864000.0,1549646700.0,0.04,48.15,e0,Black,f0,g1,h1,i1
1504569600.0,1517574840.0,0.24,11.27,e2,Tortie,f13,g9,h1,i1
1463097600.0,1528305480.0,0.07,29.68,e0,Black,f0,g1,h2,i1
1458259200.0,1481371380.0,0.09,8.94,e1,Red,f0,g7,h2,i0
1430956800.0,1495897380.0,0.87,27.69,e0,Gray,f18,g4,h3,i2
1464220800.0,1476040860.0,0.35,34.13,e0,Tortie Point,f0,g1,h1,i1
1468022400.0,1476035040.0,0.83,25.6,e0,Blue,f7,g1,h1,i1
1492560000.0,1516042740.0,0.23,37.87,e0,Black,f0,g1,h2,i1
1483142400.0,1516559340.0,0.02,9.79,e0,Black,f0,g7,h2,i1
1524096000.0,1557597060.0,0.62,21.22,e1,Brown Tabby,f13,g9,h1,i0
1439337600.0,1518601020.0,0.51,22.27,e0,Tan,f7,g1,h2,i1
1103068800.0,1485022920.0,0.55,35.53,e0,Black,f0,g1,h2,i1
1366070400.0,1525888560.0,0.82,31.21,e0,White,f0,g1,h1,i1
1546041600.0,1553704500.0,0.78,37.25,e2,White,f0,g1,h1,i0
1541721600.0,1544777460.0,0.55,21.87,e2,Tortie,f13,g9,h1,i1
1499558400.0,1532889120.0,0.72,10.4,e0,Black,f18,g4,h3,i2
1374624000.0,1471284060.0,0.66,24.38,e1,Black,f0,g7,h2,i0
1544054400.0,1553324760.0,0.77,11.99,e1,Brown Tabby,f7,g1,h1,i0
1426809600.0,1523638740.0,0.1,34.3,e0,Black,f0,g1,h2,i1
1456531200.0,1485969660.0,0.71,43.49,e0,Black,f0,g1,h2,i1
1438560000.0,1503663240.0,0.78,13.55,e0,Gray,f18,g4,h3,i2
1463529600.0,1529239680.0,0.64,18.58,e2,Brown,f0,g7,h2,i0
1393027200.0,1490715300.0,0.61,46.31,e1,Black,f12,g1,h2,i0
1507939200.0,1522330800.0,0.7,29.3,e0,Orange Tabby,f13,g9,h1,i1
1485648000.0,1550670000.0,0.26,18.86,e1,Black Tabby,f0,g7,h1,i0
1398816000.0,1528288140.0,0.87,43.67,e2,Brown Brindle,f13,g9,h2,i1
1485820800.0,1522606380.0,0.33,22.17,e1,Blue Tabby,f0,g1,h1,i0
1498176000.0,1508145120.0,0.86,22.23,e1,Brown Tabby,f7,g1,h1,i0
1512000000.0,1545670500.0,0.9,36.83,e0,Black,f13,g9,h2,i1
1493078400.0,1510822800.0,0.48,29.67,e2,Black,f16,g9,h1,i0
1491609600.0,1498930860.0,0.48,47.17,e0,Black,f0,g1,h1,i1
1424044800.0,1525461360.0,0.14,33.28,e1,Sable,f13,g9,h2,i0
1467331200.0,1474651260.0,0.07,24.03,e0,Tricolor,f7,g1,h2,i1
1467072000.0,1500372060.0,0.13,7.52,e0,Brown,f15,g4,h3,i2
1500768000.0,1520121600.0,0.24,12.49,e1,Orange Tabby,f13,g9,h1,i0
1458345600.0,1531660440.0,0.53,20.83,e2,Brown,f0,g7,h2,i0
1447459200.0,1512659040.0,0.14,36.61,e1,Black Smoke,f7,g1,h1,i0
1339977600.0,1474478280.0,0.28,39.82,e1,Black,f0,g1,h2,i0
1481241600.0,1534878180.0,0.52,14.79,e0,Brown Brindle,f0,g7,h2,i1
1198627200.0,1480356960.0,0.42,48.4,e1,White,f0,g7,h2,i0
1304208000.0,1520778960.0,0.14,16.85,e0,Orange Tabby,f0,g7,h1,i1
1521504000.0,1556725740.0,0.2,23.81,e1,Black,f0,g1,h2,i0
1486339200.0,1519826220.0,0.57,34.57,e2,Red,f0,g7,h2,i1
1455840000.0,1488904860.0,0.68,26.76,e1,Brown,f0,g7,h2,i0
1381795200.0,1479482400.0,0.4,33.37,e1,White,f0,g1,h2,i0
1469491200.0,1544267520.0,0.91,29.6,e1,Black,f0,g7,h2,i0
1481068800.0,1514451600.0,0.99,34.45,e2,Black,f16,g9,h1,i0
1427068800.0,1476731580.0,0.44,13.45,e1,White,f0,g1,h2,i0
1449014400.0,1482412140.0,0.62,49.92,e0,Brown,f15,g4,h3,i2
1522368000.0,1556122320.0,0.26,42.56,e0,White,f0,g1,h2,i1
1493337600.0,1501314960.0,0.87,26.71,e0,Lynx Point,f7,g1,h1,i1
1530489600.0,1553355420.0,0.11,46.44,e2,Brown,f13,g9,h2,i1
1447027200.0,1512410400.0,0.14,9.87,e1,Red,f0,g1,h2,i0
1256256000.0,1543580220.0,0.89,34.44,e0,Black,f13,g9,h2,i1
1464220800.0,1471036200.0,0.99,17.61,e1,White,f12,g1,h2,i0
1326931200.0,1492688400.0,0.99,23.34,e1,Brown,f0,g7,h2,i0
1409616000.0,1474707600.0,0.25,48.43,e2,Brown Tabby,f16,g9,h1,i0
1443225600.0,1476719700.0,0.73,25.39,e1,Cream,f0,g7,h2,i0
1480809600.0,1487001540.0,0.52,10.52,e2,Orange Tabby,f9,g2,h1,i0
1184803200.0,1502460000.0,0.06,41.86,e1,Orange Tabby,f13,g9,h1,i0
1410912000.0,1476291660.0,0.78,20.64,e1,White,f0,g1,h2,i0
1468108800.0,1477585380.0,0.8,18.25,e2,Blue,f0,g1,h1,i1
1479427200.0,1481387100.0,0.34,31.11,e0,Gray Tabby,f13,g9,h1,i2
1473811200.0,1479749820.0,0.8,10.24,e2,Blue,f13,g9,h2,i0
1496880000.0,1505674380.0,0.05,29.64,e0,Red,f0,g1,h2,i1
1505433600.0,1538900280.0,0.91,37.86,e0,Black,f6,g2,h3,i2
1516492800.0,1547835420.0,0.35,23.11,e1,White,f0,g1,h2,i0
1537142400.0,1544539020.0,0.8,32.02,e2,Black,f13,g9,h1,i0
1378339200.0,1474898040.0,0.22,38.43,e0,White,f0,g7,h2,i1
1447632000.0,1512723600.0,0.25,32.06,e0,Black,f16,g9,h1,i1
1523059200.0,1530533040.0,0.9,40.24,e1,Brown Tabby,f7,g1,h1,i0
1514073600.0,1545235980.0,0.69,33.85,e0,Tan,f0,g1,h2,i1
1425254400.0,1479229320.0,0.85,49.75,e1,Blue,f0,g7,h2,i0
1498262400.0,1502628240.0,0.86,5.62,e2,Black,f18,g4,h1,i0
1254700800.0,1522368000.0,0.76,36.32,e1,Chocolate,f0,g7,h2,i0
1377648000.0,1476101580.0,0.25,29.07,e1,Blue Tabby,f13,g9,h1,i0
1499558400.0,1511182380.0,0.15,36.78,e0,Orange Tabby,f0,g1,h1,i1
1147564800.0,1531505880.0,0.11,26.99,e0,White,f0,g7,h2,i1
1476835200.0,1543501440.0,0.87,43.74,e0,White,f0,g1,h2,i1
1234915200.0,1514378100.0,0.82,47.41,e0,Brown Tabby,f18,g4,h1,i1
1395273600.0,1472914020.0,0.75,37.84,e1,White,f0,g7,h2,i0
1479081600.0,1489172100.0,0.43,27.43,e2,Black,f16,g9,h1,i1
1477267200.0,1486477980.0,0.88,44.54,e1,Brown Tabby,f0,g1,h1,i0
1530921600.0,1539276240.0,0.66,39.17,e1,Black,f7,g1,h1,i0
1471305600.0,1486771200.0,0.47,15.34,e1,Tricolor,f13,g9,h2,i0
1498262400.0,1508317200.0,0.38,39.73,e0,Black,f16,g9,h1,i1
1520208000.0,1529064540.0,0.24,40.18,e0,Tan,f0,g1,h2,i1
1453939200.0,1556034900.0,0.46,36.32,e1,Black,f0,g1,h2,i0
1459641600.0,1524646620.0,0.2,32.21,e0,Brown,f15,g4,h3,i2
1508025600.0,1525885860.0,0.48,19.73,e0,Blue,f0,g1,h2,i1
1489536000.0,1523458680.0,0.75,9.41,e2,Black,f0,g3,h1,i0
1533340800.0,1535740080.0,0.78,21.97,e0,Pink,f18,g4,h3,i2
1535068800.0,1538482140.0,0.85,16.44,e2,Brown Tabby,f13,g9,h1,i1
1439337600.0,1505067840.0,0.8,20.89,e2,Orange Tabby,f16,g9,h1,i0
1350259200.0,1494674820.0,0.26,42.17,e1,Brown,f7,g1,h2,i0
1440115200.0,1505840820.0,0.69,13.77,e2,Red,f0,g1,h2,i1
1467158400.0,1470661140.0,0.99,14.24,e2,Torbie,f13,g9,h1,i1
1468022400.0,1476545580.0,0.06,22.26,e2,Torbie,f0,g1,h1,i1
1534377600.0,1538938020.0,0.15,45.87,e2,Gray Tabby,f13,g9,h1,i1
1466208000.0,1498150920.0,0.31,33.15,e1,Brown,f0,g7,h2,i0
1477440000.0,1511202720.0,0.6,17.73,e0,Brown Tabby,f13,g9,h1,i1
1447459200.0,1480931880.0,0.24,10.53,e2,Black,f18,g4,h1,i0
1408752000.0,1476267720.0,0.29,6.67,e2,Red Merle,f13,g9,h2,i0
1204675200.0,1463399400.0,0.73,33.9,e0,Red,f0,g7,h2,i1
1530057600.0,1546185420.0,0.87,8.63,e1,Orange Tabby,f0,g8,h1,i0
1490659200.0,1556044740.0,0.49,7.15,e0,White,f0,g1,h2,i1
1456358400.0,1479665040.0,0.18,7.69,e0,Black,f0,g1,h2,i1
1430352000.0,1480083720.0,0.78,48.68,e0,Calico,f0,g7,h1,i1
1241308800.0,1471113120.0,0.89,32.67,e1,Tan,f0,g7,h2,i0
1490659200.0,1499879640.0,0.41,24.74,e1,Blue,f7,g1,h1,i0
1524960000.0,1545839760.0,0.79,27.96,e1,Brown,f12,g1,h2,i0
1494115200.0,1528107480.0,0.74,19.58,e2,Black,f13,g9,h0,i0
1004054400.0,1479752220.0,0.85,9.4,e0,White,f13,g9,h2,i1
1515888000.0,1526033640.0,0.43,36.07,e2,Blue,f13,g9,h1,i1
1408147200.0,1473870300.0,0.08,23.04,e1,Blue,f0,g7,h2,i0
1422316800.0,1519645080.0,0.74,27.18,e1,Brown,f0,g7,h2,i0
1165536000.0,1518950700.0,0.21,38.8,e1,Buff,f0,g7,h2,i0
1308787200.0,1485432840.0,0.42,44.69,e1,Black,f13,g9,h2,i0
1443398400.0,1479555600.0,0.08,24.48,e1,Black,f0,g7,h2,i0
1423094400.0,1492214400.0,0.79,28.83,e1,Black,f13,g9,h2,i0
1513468800.0,1528890480.0,0.08,9.25,e2,Yellow,f13,g9,h2,i0
1483920000.0,1487676900.0,0.44,15.15,e2,Orange Tabby,f13,g9,h1,i0
1532390400.0,1539363420.0,0.45,18.61,e2,Black,f0,g1,h1,i0
1529971200.0,1550510580.0,0.91,23.05,e1,Tan,f0,g1,h2,i0
1426204800.0,1491498180.0,0.3,14.72,e1,Brown,f0,g1,h2,i0
1271030400.0,1494431100.0,0.86,29.28,e0,Brown,f0,g7,h2,i1
1432166400.0,1529511240.0,0.05,28.83,e0,Blue,f0,g1,h2,i1
1398816000.0,1472827260.0,0.79,29.43,e1,Black,f0,g1,h2,i0
1420416000.0,1539103440.0,0.29,40.24,e1,Tan,f0,g1,h2,i0
1508630400.0,1511453760.0,1.0,31.49,e0,Brown Tabby,f13,g9,h1,i2
1462233600.0,1504462500.0,0.5,49.79,e0,Black,f0,g7,h2,i1
1503273600.0,1510333380.0,0.2,29.57,e0,Black,f0,g1,h2,i1
1466812800.0,1474476660.0,0.87,43.36,e1,Black,f0,g1,h1,i0
1479254400.0,1488546060.0,0.25,30.32,e0,Torbie,f0,g1,h1,i1
1453507200.0,1518517920.0,0.92,18.65,e0,Black,f18,g4,h3,i2
1481500800.0,1514815860.0,0.79,5.03,e0,Brown,f15,g4,h3,i2
1249257600.0,1506176880.0,0.07,29.78,e1,White,f7,g1,h2,i0
1478736000.0,1497380040.0,0.11,14.32,e1,Orange Tabby,f0,g1,h1,i0
1501891200.0,1520017560.0,0.67,17.29,e1,Black,f0,g1,h2,i0
1544918400.0,1552825860.0,0.27,22.52,e2,Brown Tabby,f0,g7,h1,i0
1473811200.0,1516205160.0,0.58,35.08,e1,Blue Tiger,f0,g1,h2,i0
1544140800.0,1555076940.0,0.54,20.34,e2,Brown Tabby,f13,g9,h1,i0
1469923200.0,1477754160.0,0.41,5.39,e1,Brown Tabby,f0,g1,h1,i0
1051660800.0,1473447300.0,0.68,19.25,e1,Black,f0,g1,h1,i0
1377388800.0,1538239560.0,0.25,20.13,e1,Black,f13,g9,h2,i0
1385683200.0,1482941700.0,0.16,27.19,e1,Buff,f0,g1,h2,i0
1409097600.0,1540582200.0,0.2,25.51,e1,White,f0,g1,h2,i0
1517270400.0,1523902260.0,0.1,28.03,e0,Sable,f7,g1,h2,i1
1497312000.0,1545234240.0,0.06,22.93,e0,Cream,f0,g1,h2,i1
1452124800.0,1517156580.0,0.95,28.34,e0,Blue,f0,g7,h2,i1
1492214400.0,1525790460.0,0.53,23.52,e1,Black,f0,g1,h2,i0
1489968000.0,1495715100.0,0.06,49.44,e2,Brown,f15,g4,h2,i1
1494979200.0,1505043960.0,0.37,14.71,e1,Black Brindle,f7,g1,h2,i0
1491696000.0,1504452360.0,0.38,45.19,e2,White,f0,g1,h2,i0
1401840000.0,1469901960.0,0.07,13.72,e0,Brown,f0,g7,h2,i1
1507766400.0,1509798900.0,0.7,23.31,e0,Gray,f13,g9,h1,i2
1497657600.0,1549628580.0,0.82,46.3,e1,Black,f0,g1,h2,i0
1472428800.0,1491397860.0,0.09,23.66,e0,Lilac Point,f0,g1,h1,i1
1259020800.0,1492282140.0,0.9,43.35,e0,Brown,f13,g9,h2,i1
1385769600.0,1487703300.0,0.11,42.84,e1,Black,f0,g7,h2,i0
1453680000.0,1533570240.0,0.22,7.99,e0,Blue,f0,g1,h2,i1
1212796800.0,1498756080.0,0.19,36.07,e0,Black,f0,g7,h2,i1
1400716800.0,1500832440.0,0.62,27.67,e1,Black,f0,g7,h2,i0
1341878400.0,1469977320.0,0.96,18.54,e0,Black,f0,g7,h2,i1
1440547200.0,1506099720.0,0.23,10.08,e1,Red,f0,g1,h2,i0
1471046400.0,1535996460.0,0.16,30.77,e2,White,f18,g4,h2,i0
1440288000.0,1474223100.0,0.03,48.16,e0,Tan,f13,g9,h2,i1
1497312000.0,1530980880.0,0.27,42.04,e2,Gray,f0,g7,h2,i1
